code,company_name,gics_sector,gics_industry_group,market_cap_rank
BHP,BHP GROUP LIMITED,Materials,Materials,1
CBA,COMMONWEALTH BANK OF AUSTRALIA,Financials,Banks,2
NEM,NEWMONT CORPORATION,Materials,Materials,3
WBC,WESTPAC BANKING CORPORATION,Financials,Banks,4
NAB,NATIONAL AUSTRALIA BANK LIMITED,Financials,Banks,5
ANZ,ANZ GROUP HOLDINGS LIMITED,Financials,Banks,6
MQG,MACQUARIE GROUP LIMITED,Financials,Financial Services,7
WES,WESFARMERS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,8
RIO,RIO TINTO LIMITED,Materials,Materials,9
FMG,FORTESCUE LTD,Materials,Materials,10
GMG,GOODMAN GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),11
TLS,TELSTRA GROUP LIMITED,Communication Services,Telecommunication Services,12
WDS,WOODSIDE ENERGY GROUP LTD,Energy,Energy,13
XYZ,"BLOCK, INC",Financials,Financial Services,14
CSL,CSL LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",15
TCL,TRANSURBAN GROUP,Industrials,Transportation,16
WOW,WOOLWORTHS GROUP LIMITED,Consumer Staples,Consumer Staples Distribution & Retail,17
RMD,RESMED INC,Health Care,Health Care Equipment & Services,18
QBE,QBE INSURANCE GROUP LIMITED,Financials,Insurance,19
SIG,SIGMA HEALTHCARE LIMITED,Health Care,Health Care Equipment & Services,20
NST,NORTHERN STAR RESOURCES LTD,Materials,Materials,21
BXB,BRAMBLES LIMITED,Industrials,Commercial & Professional Services,22
ALL,ARISTOCRAT LEISURE LIMITED,Consumer Discretionary,Consumer Services,23
EVN,EVOLUTION MINING LIMITED,Materials,Materials,24
AMC,AMCOR PLC,Materials,Materials,25
STO,SANTOS LIMITED,Energy,Energy,26
AAI,ALCOA CORPORATION,Materials,Materials,27
NWS,NEWS CORPORATION,Communication Services,Media & Entertainment,28
NWSLV,NEWS CORPORATION,Communication Services,Media & Entertainment,29
REA,REA GROUP LTD,Communication Services,Media & Entertainment,30
PLS,PLS GROUP LIMITED,Materials,Materials,31
ORG,ORIGIN ENERGY LIMITED,Utilities,Utilities,32
LYC,LYNAS RARE EARTHS LIMITED,Materials,Materials,33
S32,SOUTH32 LIMITED,Materials,Materials,34
SCG,SCENTRE GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),35
SUN,SUNCORP GROUP LIMITED,Financials,Insurance,36
IAG,INSURANCE AUSTRALIA GROUP LIMITED,Financials,Insurance,37
FPH,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,Health Care,Health Care Equipment & Services,38
SOL,WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED,Financials,Financial Services,39
JHX,JAMES HARDIE INDUSTRIES PLC,Materials,Materials,40
SGH,SGH LIMITED,Industrials,Capital Goods,41
APA,APA GROUP,Utilities,Utilities,42
XRO,XERO LIMITED,Information Technology,Software & Services,43
WTC,WISETECH GLOBAL LIMITED,Information Technology,Software & Services,44
BSL,BLUESCOPE STEEL LIMITED,Materials,Materials,45
PME,PRO MEDICUS LIMITED,Health Care,Health Care Equipment & Services,46
QAN,QANTAS AIRWAYS LIMITED,Industrials,Transportation,47
IFT,INFRATIL LIMITED,Industrials,Capital Goods,48
CSC,CAPSTONE COPPER CORP,Materials,Materials,49
MEZ,MERIDIAN ENERGY LIMITED,Utilities,Utilities,50
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,Industrials,Transportation,51
DPM,DPM METALS INC,Materials,Materials,52
TLC,THE LOTTERY CORPORATION LIMITED,Consumer Discretionary,Consumer Services,53
NXG,NEXGEN ENERGY (CANADA) LTD,Energy,Energy,54
VCX,VICINITY CENTRES,Real Estate,Equity Real Estate Investment Trusts (REITs),55
ASX,ASX LIMITED,Financials,Financial Services,56
ALQ,ALS LIMITED,Industrials,Commercial & Professional Services,57
NXT,NEXTDC LIMITED,Information Technology,Software & Services,58
ORI,ORICA LIMITED,Materials,Materials,59
GGP,GREATLAND RESOURCES LIMITED,Materials,Materials,60
CAR,CAR GROUP LIMITED,Communication Services,Media & Entertainment,61
SHL,SONIC HEALTHCARE LIMITED,Health Care,Health Care Equipment & Services,62
SGP,STOCKLAND,Real Estate,Equity Real Estate Investment Trusts (REITs),63
CHC,CHARTER HALL GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),64
TNE,TECHNOLOGY ONE LIMITED,Information Technology,Software & Services,65
LNW,LIGHT & WONDER INC,Consumer Discretionary,Consumer Services,66
SFR,SANDFIRE RESOURCES LIMITED,Materials,Materials,67
QUB,QUBE HOLDINGS LIMITED,Industrials,Transportation,68
GPT,GPT GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),69
YAL,YANCOAL AUSTRALIA LIMITED,Energy,Energy,70
RHC,RAMSAY HEALTH CARE LIMITED,Health Care,Health Care Equipment & Services,71
CEN,CONTACT ENERGY LIMITED,Utilities,Utilities,72
LTR,LIONTOWN LIMITED,Materials,Materials,73
AII,ALMONTY INDUSTRIES INC,Materials,Materials,74
ALD,AMPOL LIMITED,Energy,Energy,75
TPG,TPG TELECOM LIMITED,Communication Services,Telecommunication Services,76
REH,REECE LIMITED,Industrials,Capital Goods,77
MCY,MERCURY NZ LIMITED,Utilities,Utilities,78
JBH,JB HI-FI LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,79
GMD,GENESIS MINERALS LIMITED,Materials,Materials,80
PRU,PERSEUS MINING LIMITED,Materials,Materials,81
CDA,CODAN LIMITED,Information Technology,Technology Hardware & Equipment,82
ALX,ATLAS ARTERIA,Industrials,Transportation,83
RMS,RAMELIUS RESOURCES LIMITED,Materials,Materials,84
APE,EAGERS AUTOMOTIVE LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,85
AZJ,AURIZON HOLDINGS LIMITED,Industrials,Transportation,86
IGO,IGO LIMITED,Materials,Materials,87
COH,COCHLEAR LIMITED,Health Care,Health Care Equipment & Services,88
MGR,MIRVAC GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),89
HUB,HUB24 LIMITED,Financials,Financial Services,90
DXS,DEXUS,Real Estate,Equity Real Estate Investment Trusts (REITs),91
CMM,CAPRICORN METALS LTD,Materials,Materials,92
WHC,WHITEHAVEN COAL LIMITED,Energy,Energy,93
DNL,DYNO NOBEL LIMITED,Materials,Materials,94
AGL,AGL ENERGY LIMITED,Utilities,Utilities,95
CGF,CHALLENGER LIMITED,Financials,Financial Services,96
BEN,BENDIGO AND ADELAIDE BANK LIMITED,Financials,Banks,97
WOR,WORLEY LIMITED,Industrials,Capital Goods,98
EDV,ENDEAVOUR GROUP LIMITED,Consumer Staples,Consumer Staples Distribution & Retail,99
PDN,PALADIN ENERGY LTD,Energy,Energy,100
NWL,NETWEALTH GROUP LIMITED,Financials,Financial Services,101
HVN,HARVEY NORMAN HOLDINGS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,102
WGX,WESTGOLD RESOURCES LIMITED,Materials,Materials,103
RRL,REGIS RESOURCES LIMITED,Materials,Materials,104
DOW,DOWNER EDI LIMITED,Industrials,Commercial & Professional Services,105
PDI,PREDICTIVE DISCOVERY LIMITED,Materials,Materials,106
VAU,VAULT MINERALS LIMITED,Materials,Materials,107
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,Industrials,Commercial & Professional Services,108
TLX,TELIX PHARMACEUTICALS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",109
VNT,VENTIA SERVICES GROUP LIMITED,Industrials,Capital Goods,110
NIC,NICKEL INDUSTRIES LIMITED,Materials,Materials,111
SEK,SEEK LIMITED,Communication Services,Media & Entertainment,112
ATM,PT ANTAM (PERSERO) TBK,Materials,Materials,113
A2M,THE A2 MILK COMPANY LIMITED,Other,"Food, Beverage & Tobacco",114
GQG,GQG PARTNERS INC,Financials,Financial Services,115
SDF,STEADFAST GROUP LIMITED,Financials,Insurance,116
360,LIFE360 INC,Information Technology,Software & Services,117
SGM,SIMS LIMITED,Materials,Materials,118
NHC,NEW HOPE CORPORATION LIMITED,Energy,Energy,119
BOQ,BANK OF QUEENSLAND LIMITED,Financials,Banks,120
EMR,EMERALD RESOURCES NL,Materials,Materials,121
BRG,BREVILLE GROUP LIMITED,Consumer Discretionary,Consumer Durables & Apparel,122
BFL,BSP FINANCIAL GROUP LIMITED,Financials,Banks,123
PNI,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,Financials,Financial Services,124
AMP,AMP LIMITED,Financials,Financial Services,125
WAF,WEST AFRICAN RESOURCES LIMITED,Materials,Materials,126
ANN,ANSELL LIMITED,Health Care,Health Care Equipment & Services,127
ILU,ILUKA RESOURCES LIMITED,Materials,Materials,128
VEA,VIVA ENERGY GROUP LIMITED,Energy,Energy,129
EBO,EBOS GROUP LIMITED,Health Care,Health Care Equipment & Services,130
TWE,TREASURY WINE ESTATES LIMITED,Other,"Food, Beverage & Tobacco",131
NWH,NRW HOLDINGS LIMITED,Industrials,Capital Goods,132
MTS,METCASH LIMITED,Consumer Staples,Consumer Staples Distribution & Retail,133
SPK,SPARK NEW ZEALAND LIMITED,Communication Services,Telecommunication Services,134
NHF,NIB HOLDINGS LIMITED,Financials,Insurance,135
TUA,TUAS LIMITED,Communication Services,Telecommunication Services,136
AUB,AUB GROUP LIMITED,Financials,Insurance,137
ZIP,ZIP CO LIMITED,Financials,Financial Services,138
L1G,L1 GROUP LIMITED,Financials,Financial Services,139
DRO,DRONESHIELD LIMITED,Industrials,Capital Goods,140
RSG,RESOLUTE MINING LIMITED,Materials,Materials,141
CIA,CHAMPION IRON LIMITED,Materials,Materials,142
BWP,BWP GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),143
OBM,ORA BANDA MINING LTD,Materials,Materials,144
SX2,SOUTHERN CROSS GOLD CONSOLIDATED LTD,Materials,Materials,145
GNE,GENESIS ENERGY LIMITED,Utilities,Utilities,146
DBI,DALRYMPLE BAY INFRASTRUCTURE LIMITED,Industrials,Transportation,147
FBU,FLETCHER BUILDING LIMITED,Industrials,Capital Goods,148
MSB,MESOBLAST LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",149
RGN,REGION GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),150
HDN,HOMECO DAILY NEEDS REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),151
SUL,SUPER RETAIL GROUP LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,152
BGL,BELLEVUE GOLD LIMITED,Materials,Materials,153
CLW,CHARTER HALL LONG WALE REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),154
LOV,LOVISA HOLDINGS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,155
BPT,BEACH ENERGY LIMITED,Energy,Energy,156
DRR,DETERRA ROYALTIES LIMITED,Materials,Materials,157
ELV,ELEVRA LITHIUM LIMITED,Materials,Materials,158
RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,Industrials,Capital Goods,159
PXA,PEXA GROUP LIMITED,Real Estate,Real Estate Management & Development,160
FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED,Consumer Discretionary,Consumer Services,161
LLC,LENDLEASE GROUP,Real Estate,Real Estate Management & Development,162
SMR,STANMORE RESOURCES LIMITED,Materials,Materials,163
ALK,ALKANE RESOURCES LIMITED,Materials,Materials,164
IMD,IMDEX LIMITED,Materials,Materials,165
SRL,SUNRISE ENERGY METALS LIMITED,Materials,Materials,166
DVP,DEVELOP GLOBAL LIMITED,Materials,Materials,167
4DX,4DMEDICAL LIMITED,Health Care,Health Care Equipment & Services,168
IPX,IPERIONX LIMITED,Materials,Materials,169
SRG,SRG GLOBAL LIMITED,Industrials,Capital Goods,170
MAQ,MACQUARIE TECHNOLOGY GROUP LIMITED,Information Technology,Software & Services,171
PMV,PREMIER INVESTMENTS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,172
PRN,PERENTI LIMITED,Materials,Materials,173
VGN,VIRGIN AUSTRALIA HOLDINGS LIMITED,Industrials,Transportation,174
REG,REGIS HEALTHCARE LIMITED,Health Care,Health Care Equipment & Services,175
PPT,PERPETUAL LIMITED,Financials,Financial Services,176
EVT,EVT LIMITED,Communication Services,Media & Entertainment,177
CIP,CENTURIA INDUSTRIAL REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),178
ASK,ABACUS STORAGE KING,Real Estate,Equity Real Estate Investment Trusts (REITs),179
RYM,RYMAN HEALTHCARE LIMITED,Health Care,Health Care Equipment & Services,180
VUL,VULCAN ENERGY RESOURCES LIMITED,Materials,Materials,181
SLC,SUPERLOOP LIMITED,Communication Services,Telecommunication Services,182
FRW,FREIGHTWAYS GROUP LIMITED,Industrials,Transportation,183
ZIM,ZIMPLATS HOLDINGS LIMITED,Materials,Materials,184
KCN,KINGSGATE CONSOLIDATED LIMITED,Materials,Materials,185
ASB,AUSTAL LIMITED,Industrials,Capital Goods,186
CBO,COBRAM ESTATE OLIVES LIMITED,Other,"Food, Beverage & Tobacco",187
DYL,DEEP YELLOW LIMITED,Energy,Energy,188
GLF,GEMLIFE COMMUNITIES GROUP,Real Estate,Real Estate Management & Development,189
RDX,REDOX LIMITED,Industrials,Capital Goods,190
GYG,GUZMAN Y GOMEZ LIMITED,Consumer Discretionary,Consumer Services,191
MGH,MAAS GROUP HOLDINGS LIMITED,Industrials,Capital Goods,192
MAH,MACMAHON HOLDINGS LIMITED,Materials,Materials,193
GNP,GENUSPLUS GROUP LTD,Industrials,Capital Goods,194
ORA,ORORA LIMITED,Materials,Materials,195
TAH,TABCORP HOLDINGS LIMITED,Consumer Discretionary,Consumer Services,196
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,Industrials,Capital Goods,197
SLX,SILEX SYSTEMS LIMITED,Industrials,Capital Goods,198
DDR,DICKER DATA LIMITED,Information Technology,Technology Hardware & Equipment,199
NEU,NEUREN PHARMACEUTICALS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",200
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,Real Estate,Equity Real Estate Investment Trusts (REITs),201
MFG,MAGELLAN FINANCIAL GROUP LIMITED,Financials,Financial Services,202
GDG,GENERATION DEVELOPMENT GROUP LIMITED,Financials,Insurance,203
BGA,BEGA CHEESE LIMITED,Other,"Food, Beverage & Tobacco",204
WPR,WAYPOINT REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),205
JDO,JUDO CAPITAL HOLDINGS LIMITED,Financials,Banks,206
INA,INGENIA COMMUNITIES GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),207
ABB,AUSSIE BROADBAND LIMITED,Communication Services,Telecommunication Services,208
ARU,ARAFURA RARE EARTHS LTD,Materials,Materials,209
ARB,ARB CORPORATION LIMITED,Consumer Discretionary,Automobiles & Components,210
SNZ,SUMMERSET GROUP HOLDINGS LIMITED,Health Care,Health Care Equipment & Services,211
SIQ,SMARTGROUP CORPORATION LTD,Industrials,Commercial & Professional Services,212
BRE,BRAZILIAN RARE EARTHS LIMITED,Materials,Materials,213
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,Communication Services,Media & Entertainment,214
TEA,TASMEA LIMITED,Industrials,Capital Goods,215
FFM,FIREFLY METALS LTD,Materials,Materials,216
ORE,OREZONE GOLD CORPORATION,Materials,Materials,217
ELD,ELDERS LIMITED,Other,"Food, Beverage & Tobacco",218
MAD,MADER GROUP LIMITED,Industrials,Commercial & Professional Services,219
DGT,DIGICO INFRASTRUCTURE REIT,Other,Class Pend,220
CYL,CATALYST METALS LIMITED,Materials,Materials,221
DMP,DOMINO'S PIZZA ENTERPRISES LIMITED,Consumer Discretionary,Consumer Services,222
KAR,KAROON ENERGY LTD,Energy,Energy,223
TBN,TAMBORAN RESOURCES CORPORATION,Energy,Energy,224
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,Financials,Financial Services,225
PMT,PMET RESOURCES INC,Materials,Materials,226
CNI,CENTURIA CAPITAL GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),227
ELS,ELSIGHT LIMITED,Information Technology,Technology Hardware & Equipment,228
SNL,SUPPLY NETWORK LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,229
GNC,GRAINCORP LIMITED,Consumer Staples,Consumer Staples Distribution & Retail,230
HLI,HELIA GROUP LIMITED,Financials,Financial Services,231
PNR,PANTORO GOLD LIMITED,Materials,Materials,232
EQR,EQ RESOURCES LIMITED,Materials,Materials,233
LIN,LINDIAN RESOURCES LIMITED,Materials,Materials,234
ARF,ARENA REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),235
PYC,PYC THERAPEUTICS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",236
MAF,MA FINANCIAL GROUP LIMITED,Financials,Financial Services,237
SSM,SERVICE STREAM LIMITED,Industrials,Capital Goods,238
UOS,UNITED OVERSEAS AUSTRALIA LIMITED,Real Estate,Real Estate Management & Development,239
DTL,DATA#3 LIMITED,Information Technology,Software & Services,240
NCK,NICK SCALI LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,241
ERA,ENERGY RESOURCES OF AUSTRALIA LIMITED,Energy,Energy,242
HMC,HMC CAPITAL LIMITED,Financials,Financial Services,243
AIZ,AIR NEW ZEALAND LIMITED,Industrials,Transportation,244
MC2,MARIMACA COPPER CORP,Materials,Materials,245
WBT,WEEBIT NANO LTD,Information Technology,Semiconductors & Semiconductor Equipment,246
WA1,WA1 RESOURCES LTD,Materials,Materials,247
IRE,IRESS LIMITED,Information Technology,Software & Services,248
KLS,KELSIAN GROUP LIMITED,Industrials,Transportation,249
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Industrials,Capital Goods,250
CMW,CROMWELL PROPERTY GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),251
CXO,CORE LITHIUM LTD,Materials,Materials,252
APZ,ASPEN GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),253
BCI,BCI MINERALS LIMITED,Materials,Materials,254
CU6,CLARITY PHARMACEUTICALS LTD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",255
CHI,CHANNEL INFRASTRUCTURE NZ LIMITED,Energy,Energy,256
LFG,LIBERTY FINANCIAL GROUP,Financials,Financial Services,257
BVS,BRAVURA SOLUTIONS LIMITED,Information Technology,Software & Services,258
OCL,OBJECTIVE CORPORATION LIMITED,Information Technology,Software & Services,259
RIC,RIDLEY CORPORATION LIMITED,Other,"Food, Beverage & Tobacco",260
HSN,HANSEN TECHNOLOGIES LIMITED,Information Technology,Software & Services,261
NAN,NANOSONICS LIMITED,Health Care,Health Care Equipment & Services,262
CAT,CATAPULT SPORTS LTD,Information Technology,Software & Services,263
WGN,WAGNERS HOLDING COMPANY LIMITED,Materials,Materials,264
SKS,SKS TECHNOLOGIES GROUP LIMITED,Industrials,Capital Goods,265
LFS,LATITUDE GROUP HOLDINGS LIMITED,Financials,Financial Services,266
RPL,REGAL PARTNERS LIMITED,Financials,Financial Services,267
BMC,BMC MINERALS LTD,Materials,Materials,268
FCL,FINEOS CORPORATION HOLDINGS PLC,Information Technology,Software & Services,269
WEB,WEB TRAVEL GROUP LIMITED,Consumer Discretionary,Consumer Services,270
A4N,ALPHA HPA LIMITED,Materials,Materials,271
CKF,COLLINS FOODS LIMITED,Consumer Discretionary,Consumer Services,272
NUF,NUFARM LIMITED,Materials,Materials,273
IPH,IPH LIMITED,Industrials,Commercial & Professional Services,274
CCL,CUSCAL LIMITED,Financials,Financial Services,275
ABG,ABACUS GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),276
BC8,BLACK CAT SYNDICATE LIMITED,Materials,Materials,277
PWH,PWR HOLDINGS LIMITED,Consumer Discretionary,Automobiles & Components,278
BGP,BRISCOE GROUP AUSTRALASIA LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,279
WC8,WILDCAT RESOURCES LIMITED,Materials,Materials,280
HGH,HEARTLAND GROUP HOLDINGS LIMITED,Financials,Banks,281
BMN,BANNERMAN ENERGY LTD,Energy,Energy,282
SGLLV,RICEGROWERS LIMITED,Other,"Food, Beverage & Tobacco",283
QAL,QUALITAS LIMITED,Real Estate,Real Estate Management & Development,284
SDR,SITEMINDER LIMITED,Information Technology,Software & Services,285
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP,Health Care,Health Care Equipment & Services,286
DTR,DATELINE RESOURCES LIMITED,Materials,Materials,287
AOV,AMOTIV LIMITED,Consumer Discretionary,Automobiles & Components,288
GNG,GR ENGINEERING SERVICES LIMITED,Materials,Materials,289
IDX,INTEGRAL DIAGNOSTICS LIMITED,Health Care,Health Care Equipment & Services,290
SBM,ST BARBARA LIMITED,Materials,Materials,291
LRV,LARVOTTO RESOURCES LIMITED,Materials,Materials,292
CVL,CIVMEC LIMITED,Industrials,Capital Goods,293
PPC,PEET LIMITED,Real Estate,Real Estate Management & Development,294
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED,Other,"Food, Beverage & Tobacco",295
CCP,CREDIT CORP GROUP LIMITED,Financials,Financial Services,296
MYS,MYSTATE LIMITED,Financials,Banks,297
RFF,RURAL FUNDS GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),298
AYA,ARTRYA LIMITED,Health Care,Health Care Equipment & Services,299
VSL,VULCAN STEEL LIMITED,Materials,Materials,300
PPM,PEPPER MONEY LIMITED,Financials,Financial Services,301
DXI,DEXUS INDUSTRIA REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),302
IEL,IDP EDUCATION LIMITED,Consumer Discretionary,Consumer Services,303
EUR,EUROPEAN LITHIUM LIMITED,Materials,Materials,304
TVN,TIVAN LIMITED,Materials,Materials,305
WIA,WIA GOLD LIMITED,Materials,Materials,306
C79,CHRYSOS CORPORATION LIMITED,Industrials,Commercial & Professional Services,307
BNZ,BENZ MINING CORP,Materials,Materials,308
ING,INGHAMS GROUP LIMITED,Other,"Food, Beverage & Tobacco",309
SGR,THE STAR ENTERTAINMENT GROUP LIMITED,Consumer Discretionary,Consumer Services,310
OML,OOH!MEDIA LIMITED,Communication Services,Media & Entertainment,311
EIQ,ECHOIQ LIMITED,Information Technology,Software & Services,312
WTN,WINTON LAND LIMITED,Real Estate,Real Estate Management & Development,313
DUR,DURATEC LIMITED,Industrials,Capital Goods,314
TRA,TURNERS AUTOMOTIVE GROUP LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,315
FML,FOCUS MINERALS LTD,Materials,Materials,316
PNV,POLYNOVO LIMITED,Health Care,Health Care Equipment & Services,317
IPG,IPD GROUP LTD,Industrials,Capital Goods,318
SHA,SHAPE AUSTRALIA CORPORATION LIMITED,Industrials,Capital Goods,319
TPW,TEMPLE & WEBSTER GROUP LTD,Consumer Discretionary,Consumer Discretionary Distribution & Retail,320
RXL,ROX RESOURCES LIMITED,Materials,Materials,321
SMI,SANTANA MINERALS LIMITED,Materials,Materials,322
SYL,SYMAL GROUP LIMITED,Industrials,Capital Goods,323
CHN,CHALICE MINING LIMITED,Materials,Materials,324
GLN,GALAN LITHIUM LIMITED,Materials,Materials,325
SRV,SERVCORP LIMITED,Real Estate,Real Estate Management & Development,326
CWP,CEDAR WOODS PROPERTIES LIMITED,Real Estate,Real Estate Management & Development,327
FPR,FLEETPARTNERS GROUP LIMITED,Financials,Financial Services,328
IMR,IMRICOR MEDICAL SYSTEMS INC,Health Care,Health Care Equipment & Services,329
BOE,BOSS ENERGY LTD,Energy,Energy,330
TWR,TOWER LIMITED,Financials,Insurance,331
TCG,TURACO GOLD LIMITED,Materials,Materials,332
FRS,FORRESTANIA RESOURCES LIMITED,Materials,Materials,333
LIC,LIFESTYLE COMMUNITIES LIMITED,Real Estate,Real Estate Management & Development,334
MEI,METEORIC RESOURCES NL,Materials,Materials,335
MAU,MAGNETIC RESOURCES NL,Materials,Materials,336
MAUCA,MAGNETIC RESOURCES NL,Materials,Materials,337
AMI,AURELIA METALS LIMITED,Materials,Materials,338
COF,CENTURIA OFFICE REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),339
SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,Consumer Discretionary,Consumer Services,340
JMS,JUPITER MINES LIMITED,Materials,Materials,341
GWA,GWA GROUP LIMITED,Industrials,Capital Goods,342
EHL,EMECO HOLDINGS LIMITED,Industrials,Capital Goods,343
SHV,SELECT HARVESTS LIMITED,Other,"Food, Beverage & Tobacco",344
29M,29METALS LIMITED,Materials,Materials,345
AIS,AERIS RESOURCES LIMITED,Materials,Materials,346
AFG,AUSTRALIAN FINANCE GROUP LTD,Financials,Financial Services,347
A1M,AIC MINES LIMITED,Materials,Materials,348
LYL,LYCOPODIUM LIMITED,Industrials,Capital Goods,349
RAC,RACURA ONCOLOGY LTD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",350
ASL,ANDEAN SILVER LIMITED,Materials,Materials,351
ASG,AUTOSPORTS GROUP LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,352
UNI,UNIVERSAL STORE HOLDINGS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,353
AUC,AUSGOLD LIMITED,Materials,Materials,354
NMG,NEW MURCHISON GOLD LIMITED,Materials,Materials,355
USL,UNICO SILVER LIMITED,Materials,Materials,356
PFP,PROPEL FUNERAL PARTNERS LIMITED,Consumer Discretionary,Consumer Services,357
AEL,AMPLITUDE ENERGY LIMITED,Energy,Energy,358
STX,STRIKE ENERGY LIMITED,Energy,Energy,359
OBL,OMNI BRIDGEWAY LIMITED,Financials,Financial Services,360
EQT,EQT HOLDINGS LIMITED,Financials,Financial Services,361
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,Consumer Discretionary,Consumer Services,362
MYR,MYER HOLDINGS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,363
NXL,NUIX LIMITED,Information Technology,Software & Services,364
CUV,CLINUVEL PHARMACEUTICALS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",365
AZY,ANTIPA MINERALS LIMITED,Materials,Materials,366
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,Financials,Financial Services,367
BTL,BEETALOO ENERGY AUSTRALIA LIMITED,Energy,Energy,368
ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED,Materials,Materials,369
JIN,JUMBO INTERACTIVE LIMITED,Consumer Discretionary,Consumer Services,370
SGQ,ST GEORGE MINING LIMITED,Materials,Materials,371
PC2,PC GOLD LTD,Materials,Materials,372
CDP,CARINDALE PROPERTY TRUST,Real Estate,Equity Real Estate Investment Trusts (REITs),373
INR,IONEER LTD,Materials,Materials,374
BFG,BELL FINANCIAL GROUP LIMITED,Financials,Financial Services,375
OMA,OMEGA OIL & GAS LIMITED,Energy,Energy,376
SVM,SOVEREIGN METALS LIMITED,Materials,Materials,377
EOL,ENERGY ONE LIMITED,Information Technology,Software & Services,378
MTM,METALLIUM LIMITED,Materials,Materials,379
OCA,OCEANIA HEALTHCARE LIMITED,Health Care,Health Care Equipment & Services,380
CTM,CENTAURUS METALS LIMITED,Materials,Materials,381
CGS,COGSTATE LTD,Health Care,Health Care Equipment & Services,382
VYS,VYSARN LIMITED,Materials,Materials,383
CRN,CORONADO GLOBAL RESOURCES INC,Materials,Materials,384
KSC,K & S CORPORATION LIMITED,Industrials,Transportation,385
BTR,BRIGHTSTAR RESOURCES LIMITED,Materials,Materials,386
IGL,IVE GROUP LIMITED,Communication Services,Media & Entertainment,387
KSL,KINA SECURITIES LIMITED,Financials,Banks,388
CVW,CLEARVIEW WEALTH LIMITED,Financials,Insurance,389
STK,STRICKLAND METALS LIMITED,Materials,Materials,390
